device_id,phone_brand,device_model
-5847000814094141384,Samsung,Galaxy Note 2
-1197187998689581821,Samsung,Galaxy Note 2
2071727449825901416,Samsung,Galaxy Note 2
1717267458442497484,Xiaomi,Mi 2S
446834844123670655,Xiaomi,Mi 2S
-3212430266776717041,Huawei,Ascend G700
3561911878158605923,Samsung,Galaxy S4
8621584487749566923,Huawei,T8830pro
-585661477649447461,Samsung,Galaxy Note 2
1697865039349969046,Huawei,G610S
4400670786045745949,Meizu,MX3
7192494880781821227,Samsung,Galaxy Note 2
4347716193168055766,Samsung,Galaxy S4
-408346720304748248,Xiaomi,Mi 2S
-6208003657067402733,Samsung,Galaxy Note 2
7092715683290465535,Samsung,Galaxy S3
-2312660075283108275,Huawei,Honor Tablet T1-823L
1703475379949581557,Samsung,A690
8282843588695609473,OPPO,R805
6461552584671586669,Xiaomi,Mi 3
-7170289254330512671,Xiaomi,Redmi 2
-4402700555380073926,Xiaomi,MI 1S
9088492067531817561,Samsung,G3818
-3230654628566494245,Meizu,M032
4444325345202578612,Samsung,Galaxy mega 5.8
-7424303217850549506,Meizu,M032
6461669352508525478,Samsung,Galaxy S5
2714203420931126765,OPPO,X907
-5601138753226621278,Xiaomi,Redmi Note
3313362286585849288,Samsung,A830
5908403091577573007,vivo,Y17T
9048212174762675521,vivo,Xperia Z
6409021783153513474,Huawei,G610S
3102939731176326908,Xiaomi,Mi 2A
5535368334322836933,Xiaomi,Mi 2S
336700518142593489,Xiaomi,Red rice
1040708744904528945,Xiaomi,Mi 3
-4480568485856633335,China Mobile,M811
-1048643325961299016,Samsung,I8268
4553719402455969459,Samsung,Galaxy Note
-8969837937513814012,Kobei,U55GT
2946745771827439070,Huawei,Ascend P6
8702803765059437748,Xiaomi,Mi 2S
1211292994825505851,Samsung,Galaxy Win
8262346523247773116,Xiaomi,Redmi 2
3947027487751262222,Xiaomi,Mi 2
-8838439260263652853,Samsung,Galaxy Note 2
-5565826318930257439,Xiaomi,Mi 2C
1057178501058835938,Meizu,Charm Blue 2
938152758918740005,Samsung,Galaxy S4
-3333918309575577513,Samsung,Galaxy Grand
903178561704615802,Samsung,Galaxy S4
654997869436898665,Xiaomi,Mi 2A
-8716503278944379923,Xiaomi,Redmi 1s
-7942482830274129367,Samsung,Galaxy Note 3
-9026837627240789411,Samsung,Galaxy Note 3
6418196663183654242,vivo,Xplay
-2413893190592263599,Samsung,A628T
-7166574871971863008,Xiaomi,MI 1S
3677533601131133659,Samsung,Galaxy Grand duos
7244294481123707986,HTC,802W
420487957880620602,vivo,Y13
1420741651959055894,Samsung,Galaxy S3
-5455855380826107455,Huawei,G610T
-8055918183722089885,Samsung,K860
-788832915195056762,Xiaomi,Mi 2S
7846815029022992032,Samsung,A820T
2741595510653545139,Samsung,I8268
-2522283387281445316,Xiaomi,Mi 2S
1651250537000770863,Samsung,Galaxy S4
3599851513972142546,Meizu,Mx4
6947821153280959412,Huawei,A199
-4676058099067945690,Xiaomi,Mi 2A
6777947734229155605,Samsung,A820T
3416749490542613529,Coolpad,7620L
9168795560833751728,Samsung,Galaxy Note 3
1842437149679780356,Xiaomi,Mi 2S
-8948078024107402074,vivo,X3T
-636914245803081555,Huawei,Honor 6
-4393017462954157430,Xiaomi,Mi 3
-1618609536131644591,OPPO,R2017
1043832163737171155,Xiaomi,Mi 3
-3655159671195369039,Xiaomi,Redmi Note
3974864922612892760,vivo,Xplay
2613484667043320681,vivo,X3T
7570005771953155194,Xiaomi,Redmi Note
3482585059160834737,Samsung,Galaxy Note 3
-2123313582960350840,Samsung,Galaxy R
6379616143985870145,OPPO,Find 5
8848122778439952548,Samsung,Galaxy Note 2
-8790252325959060310,Samsung,A678T
5362778827026203641,Samsung,A678T
8709489562781657562,Samsung,Galaxy S4
-4706525599310121008,vivo,X3T
-9124029083638419078,Samsung,Yoga tablet B6000
-4944238714984398098,Samsung,Galaxy Tab 2 P3100
-6278681072123844934,Samsung,Galaxy S4
-5692056382869636456,Xiaomi,Mi 3
-1817563574103447626,Samsung,Galaxy S4
-6609733909736964740,Huawei,Ascend P6
4946046997948240164,Nubia,Z5S mini
-655301802033910420,Huawei,G610T
-7787442394214679075,Duowei,Isuper S2
-7753525484763676830,vivo,X3T
-7648914430470102686,OPPO,X907
5407205449040900708,Samsung,Galaxy Note 3
7623210309633920804,Samsung,Galaxy Premier
1191089742834464934,Xiaomi,Mi one plus
-5411827558960066091,vivo,Y15
-7303892551043369404,Huawei,G510
4844409686442980758,Samsung,Galaxy Note 3
8321918859528167615,Samsung,Galaxy S4
-1330531672552787451,TCL,mwah
7931348587488329032,Xiaomi,Mi 2
4631836606964127417,Xiaomi,MI 1S
8535678503888076365,Xiaomi,Mi 2S
-5377975923136540792,Coolpad,7295C
8680040284205210848,Xiaomi,Mi 2
-3313673796250001031,Xiaomi,Mi 2
-5632007950014198921,Xiaomi,Mi 2A
348551303690779894,Huawei,Honor 6
6258396266925162324,Xiaomi,Mi 2A
4623535713630513430,vivo,X3T
-2338665105286258818,Xiaomi,Mi 2S
-241009829192771278,Xiaomi,Mi 3
-5292082192126004884,Coolpad,F2
-3298479717812263443,Samsung,Galaxy mega 5.8
-8940482789995941749,vivo,Xperia Z5 Premium
-7980669133004776013,OPPO,Find 5
-8134974006874040064,Xiaomi,Mi 2A
-4923006205794896058,OPPO,R827T
-1436713953842617091,Samsung,Galaxy Note 3
-324410198514387668,Samsung,Galaxy Tab 2 P3100
-3304387696073715143,Samsung,Galaxy Note 3
-7594573330648268833,HTC,G11
8967368573387831832,Coolpad,F2
4417284801098926663,Xiaomi,Mi 2S
-8776648855154824244,OPPO,R831S
-509116783352881614,OPPO,R831T
-8065545135694786990,Xiaomi,Mi 3
-7575723171646361641,OPPO,X907
6239090848510544655,Samsung,Galaxy S3
-6336032310725763971,Samsung,Galaxy Note 3
-7416264012575016199,Samsung,Galaxy S4
2718352748767869305,Samsung,Galaxy Note 3
4567128662255251704,Huawei,Honor 6
3268780429954472459,Xiaomi,Mi 2A
-8058904647942463101,Xiaomi,Red rice
-9002991554887640531,vivo,X1S
-8144822930840747362,Xiaomi,Mi 3
8935710962241887478,Samsung,Galaxy S4
5979502841122946537,Samsung,Galaxy S4
-5572865414369309304,Xiaomi,Mi 2A
-7974368570610817499,Xiaomi,Mi 2
9106388334023851271,Huawei,Ascend P6
2124003999589546690,Samsung,Galaxy Note 8.0
-3263469016380332098,Hisense,E968
974119419765451383,Samsung,Galaxy Grand 2
7774807707252834620,Xiaomi,Red rice
-2558198393194563639,Lenovo,Grand Memo
807823822406315083,Xiaomi,Mi 3
-631575230097277442,Xiaomi,Mi 2S
-6287235230210431924,Samsung,Galaxy S4
241720324755787478,Xiaomi,Mi 3
-586172188754624609,Samsung,Galaxy S3
1450052542003570562,Xiaomi,Mi 3
-2047608783325574071,OPPO,R1
5965976795168760886,OPPO,R7S
7213159632120445013,Samsung,Galaxy Grand 2
2043159471171573380,Samsung,Galaxy S4
5094440596993674569,Samsung,Galaxy Note 3 Lite
3434033565949289873,Xiaomi,MI 1S
-1496139891547759501,Xiaomi,Mi 2S
-2830473557040282523,Xiaomi,Mi 3
7556288318748034820,Huawei,Honor 3X
4110407354952659811,Huawei,Honor 3C
-2883434767562846400,OPPO,Find 7
3085910654168433699,vivo,Y13
-1096131186024361705,vivo,Y11it
4437960014600911978,Nubia,Z7 mini
1930589242199599785,Xiaomi,Mi 2S
537268011659057092,Samsung,Galaxy S2 HD LTE E120s
-6987777490416881203,Xiaomi,Redmi Note
-3988325524911770092,Xiaomi,Mi 3
1592600597023981126,Xiaomi,Mi 2
-4577495295332807529,Xiaomi,Mi 2A
3208899805237522654,Xiaomi,Mi 2S
6822265926101154385,OPPO,X907
-7669067055883014764,Xiaomi,Red rice
-5598054823715504106,OPPO,Find 5
5132843170512937702,Xiaomi,Mi 2S
5340985558103613429,Coolpad,Great God F1
-4504807309958729161,Xiaomi,Mi 3
-2647208440692359933,Coolpad,8720L
-6284219549347028691,Xiaomi,Mi 2S
-8477784822589278866,Huawei,Honor 4A
-2290919302056657313,Samsung,Galaxy Note 3
563902778347447301,Xiaomi,Mi 2
6090295206286980190,Nubia,Z5S
-2580733977423718231,Samsung,S658T
259744113484201397,Huawei,Honor 3X
6148422688746048765,Samsung,Galaxy S3
8011750134387469006,OPPO,R1
-4037259357019384737,Samsung,Galaxy Grand
-3073146013726207816,Xiaomi,Mi 2A
-4358991278316148812,Xiaomi,Mi 2A
7998759992253474070,Samsung,Galaxy mega 5.8
-6802961633816714952,Xiaomi,Mi 3
6627814987422565635,vivo,Xperia Arc S
-2917247882897691180,Xiaomi,Mi 2S
1687310525750865062,Huawei,Honor 3C
-834663458243073948,Xiaomi,E5
-3209833536197451651,Xiaomi,Mi 3
-9060754390328047156,Huawei,G730-T00
-6095524679814770098,Samsung,Galaxy Grand 2
2692565277431584100,Samsung,Galaxy Note 2
9031808946849756992,Samsung,Galaxy Note 3
-6557736818916102167,Meizu,MX3
4325387572942148100,Coolpad,Chunlei HD
-3131754839823229112,Huawei,Honor 3C
-6424544006464193281,Xiaomi,Mi 2S
-4888050438082860344,Huawei,Honor 3X Play Edition
4844515594282969026,Lenovo,Grand x Quad
-4302656892243672650,Xiaomi,Mi 2S
-5057935060457033672,Huawei,Ascend P6
-8467614906793558246,vivo,Xplay
5911376271080219635,Samsung,Galaxy Note 3
2681145646930940900,Xiaomi,Mi 3
2202052787456631512,Huawei,Ascend P6
-7097098003638181925,OPPO,R1
-7684119163835169034,Huawei,Honor 3C
2395775060887997354,Samsung,Galaxy Note 3 Lite
-491539983677763175,Xiaomi,Mi 2S
-8491237584637910269,Samsung,Galaxy Note 3
-7438115133761736871,Samsung,Galaxy Trend Duos 2
4070180785042963471,Xiaomi,Mi 3
-8478699283134088664,Xiaomi,E3
6042104995061435835,vivo,Y17T
-3732081974833280938,Samsung,A860E
-111655239965381791,Samsung,Galaxy Note 3
4865606571395669317,vivo,Y23L
-7510782190241292864,vivo,Xplay
2815302226806332579,Huawei,Honor Play 5X
5606688966086118625,Xiaomi,Mi 2S
-3904521062989401497,Xiaomi,GN708W
-4403649043827561113,Samsung,Galaxy Grand 2
-1985137875461186614,Xiaomi,Mi 2S
4966757129511174964,Coolpad,8720L
-2840106493051452246,Xiaomi,Red rice
4002472834138552472,Huawei,Mate
-1615051775114414111,Coolpad,7295
2080370933151548288,Huawei,Honor Play 4X
-542912225851244304,OPPO,N1T
3350976858485729403,Samsung,Galaxy S4
-6913225256769159855,Xiaomi,Red rice
488404744535035785,vivo,Xperia T
6836862885454973667,Huawei,G510
-3996660643900416825,Lenovo,U819
4510354291667921736,Samsung,Galaxy Win Pro
7602142130294195123,Samsung,Galaxy Note 4
-8969785219801583549,Samsung,Galaxy Trend Duos 2
4126031881829701771,Xiaomi,Mi 3
5960760243399475526,Xiaomi,Mi 2A
2999583550492088838,Samsung,Galaxy Note 2
2312503060197253863,vivo,S7I
-831384699009331065,Meizu,MX2
5267330106303171156,Samsung,Galaxy S3
7391316450287488596,Xiaomi,Mi 2A
5944124074724409333,OPPO,Find 5
-9150963120149627266,vivo,Xperia Z1
-3078562563101004247,Samsung,Galaxy Grand
3677095074759689232,Meizu,Charm Blue 2
6665103203901943785,Coolpad,8079
6114849719674501258,vivo,Y17T
-7574103809712439156,Samsung,A378T
5431691147231652420,OPPO,Find 7
1403726185069078384,Samsung,Galaxy S2
1191572404537712059,Xiaomi,Mi 2S
5537227720898575400,Samsung,W2013
-8405803608782097242,Coolpad,Great God F1
-3544149234847667026,Xiaomi,Mi 3
-7844154644956858932,Xiaomi,Mi 2S
2103127071563714417,Huawei,Mate 7
-1848281674607153373,Kobei,U51GT-W
-4708141376347092587,Xiaomi,Mi 3
2892841170673663364,OPPO,R827T
-2722777208465420610,Samsung,Galaxy Note
-8319263843844783308,Samsung,Galaxy S3
-5109472378361296643,Samsung,Galaxy tab 3 8.0
6572590457283894744,Huawei,Honor 3X Play Edition
3139308097971422147,E faction,T7
6637442566122245888,Huawei,G610T
6969123985272896820,Xiaomi,Redmi Note
-586139992034923422,Xiaomi,Mi 2S
-2320069902444538177,Xiaomi,Redmi Note
-1105170393566791929,Lenovo,Grand x Quad
-2993758581230042980,OPPO,R831T
-3564145431671217418,Samsung,Galaxy Grand 2
-3874693587061765348,Coolpad,8089
9084363076263463087,Xiaomi,MI 1S
-2612098387192336078,Samsung,Galaxy S3
985983550146131347,Samsung,A890E
4100216116481896066,Xiaomi,Redmi Note
-7124137992703887590,Xiaomi,Redmi Note
-1441191845782630748,OPPO,U707T
4647686361336546407,Xiaomi,Mi 2C
1164522494834067788,Xiaomi,Red rice
2864720611710550855,vivo,Xplay
-3374885435899581953,vivo,Y22L
83825341418022755,Xiaomi,Redmi 1s
6683175481673400970,Meizu,MX3
-2979618279651700577,Huawei,Ascend P7
-7121693142533375127,Huawei,Honor 3X Play Edition
-261387103500084429,Xiaomi,Mi 3
2360364789348387267,vivo,Y20T
6064369671184191251,Hundred and Maca,V6
-840991698465845742,vivo,Y13
-4252602101177080386,vivo,Y20T
8633201023274901318,vivo,Xplay3s
-3389280045829132360,Samsung,Galaxy Note 3
7980581067659653404,Xiaomi,Mi 3
1833270944050019251,Samsung,Galaxy S5
-4454981814751076479,Xiaomi,Mi 3
-1697818869691993280,Xiaomi,Mi 3
7005780745266320119,Meizu,MX2
8883000999576493997,Xiaomi,Red rice
-22926942621042626,vivo,Y15
-8300989452721725791,HTC,Desire 816
-4604348975413018918,Coolpad,8295C
-151719454680700253,Samsung,Galaxy Note 3
9150176328945991182,Samsung,Galaxy S4
7687991493946118050,Huawei,Honor 3X Play Edition
-8128951510768702296,TCL,mwah
-2183688166095724484,HTC,One
-7137442833382186795,Xiaomi,Red rice
-3207263435077274130,vivo,Xperia Z2
6879777849557368252,Xiaomi,Mi 3
7859885836452135667,Samsung,Galaxy Note 2
4593580528038644787,Xiaomi,Mi 3
4201158338363773598,Samsung,Galaxy Grand
4005306060847574826,Samsung,P780
-8146228276219950100,Samsung,Galaxy Grand 2
2655480780420308672,Coolpad,Great God F1
-1350459014083059072,Samsung,Galaxy mega 5.8
-8413624744852600356,Coolpad,8089
7427639014704241596,Xiaomi,Mi 2
416943730506330935,Samsung,A830
-1299509818934247910,Huawei,G6-U00
1350515732909466402,Huawei,Y600-u00
-2850690108558532870,Xiaomi,Mi 3
-7990484338903528415,Xiaomi,Mi 2S
3790095638361377286,Coolpad,8705
5414718704839935293,Xiaomi,Redmi Note
-6420164747785693853,vivo,Xplay3s
-5008778971271983924,Xiaomi,X817
-1256202491339530440,Huawei,Honor 3C
-5916277041356099995,OPPO,Find 7
-3989781777353071098,E faction,T7
-5023040078003708602,Xiaomi,Mi 3
-5550066969770490658,Samsung,Galaxy Note 3
-8647958547458784271,Xiaomi,Redmi Note
-8630301921846095669,HTC,ONE MAX
-406772549278625480,Huawei,MT1-U06
7187724397544978713,Huawei,P8 Lite
6672895580290171707,Xiaomi,Mi 3
859916562107865141,Xiaomi,Mi 2S
8752149152657166821,Samsung,S7568i
-8215469436202410882,Huawei,Y300
-3327113288118542227,OPPO,R1S
-2920741109167081271,Xiaomi,Red rice
8338853649674248845,Samsung,A788T
-6250186265220580054,Huawei,G510
-7417072044109079243,Xiaomi,Mi 3
-7070210617563531573,Xiaomi,Mi 2S
1315683937950639260,Samsung,A789
4154827510308165491,OPPO,U705T
2518428463688908571,Xiaomi,Mi 2S
6750056048277310886,Samsung,A360T
8356744964712887460,Huawei,G510
5168435045212599803,Samsung,Galaxy S4
1206908156016250492,Huawei,Honor 3X Play Edition
3065728290960454445,Xiaomi,Mi 2S
-3155690788543477312,Huawei,Ascend P6
-6335083146238767307,vivo,Y11
-7252582366940424185,Samsung,Galaxy Note 2
-3858315827969864968,Coolpad,7620L
7315732455787621438,Huawei,Enjoy 5
-5652564507472215444,Huawei,Ascend P6
-150313729705191563,Huawei,Honor 3X Play Edition
-2329194636273507368,Xiaomi,Mi 3
-3808926074556396179,Huawei,Honor 3C
-8724458425248255180,Meizu,MX3
-9094218458301332979,Xiaomi,Mi 3
6311313827390923357,Huawei,Honor 3C
-6463177254355548532,Xiaomi,Mi 2S
-7784765777996246530,Samsung,Galaxy Note 2
6910404049729507959,Samsung,Galaxy S4
-4534968131360250364,Samsung,Galaxy Note 3
7110521289780347336,Samsung,Galaxy Note 3
-344888482727442229,Huawei,Honor 3C
-1326873158068519757,OPPO,R6007
2985142460407207562,Samsung,Galaxy Note 3
5883494274307191472,Samsung,Galaxy Note
-2148128714561666405,vivo,Xperia C
3244426406610925061,Huawei,X1 7.0
8953761739469579254,vivo,X3S
-677613642209560702,vivo,Xperia Z
3273572372472957434,vivo,S11T
4207236950742933161,Coolpad,7620L
-639830900405550391,Xiaomi,Redmi Note
4179243211576059680,vivo,Y11
-8229495084586931224,Huawei,Mate 2
3789870268160345720,Samsung,Galaxy S4
-6414356652516655427,vivo,Y13
-5012059451760740590,Xiaomi,Mi 2S
8351302301818695420,Samsung,S650
-6386646963621198853,OPPO,N1 mini
4220206367092417022,Samsung,Lenovo Golden Fighter S8
31271546382634878,Huawei,Honor 3X Play Edition
4565606879520128348,Coolpad,Flag
-7765342253361105716,Samsung,Galaxy S3 Neo+
-2835523675107549810,Xiaomi,Red rice
1822287267852666904,vivo,X3T
-5431058554886063622,Xiaomi,Mi 3
-574247655320808339,Xiaomi,Mi 3
-1968916917562323751,Xiaomi,Mi 2
-9125186022738901042,Xiaomi,Redmi 1s
-6830422970944211210,Huawei,Ascend G7
-5952224857771429689,Xiaomi,Elife S5.5
-1279186897549859684,Huawei,Honor 3C
4340544299782354965,Hisense,U966
-1916576009041438758,Xiaomi,Redmi 1s
-516661666362338468,Xiaomi,Mi 3
7393048377020193663,Samsung,A788T
3235440313513556608,Huawei,Ascend G6
-6947764353727353821,Xiaomi,Redmi Note
-1079922734078198657,Huawei,Honor 3C
4173694770925426461,vivo,X1ST
-6077021506217415948,Samsung,Galaxy S4
-1456622034733197061,Samsung,Galaxy S3 Neo+
1902609999230803723,Samsung,Galaxy S2
605199109614310848,Xiaomi,Redmi 1s
4918460759370288246,Samsung,Galaxy Note 2
2087782917438334006,Samsung,Galaxy Mega Plus
5346439801552494860,Samsung,Galaxy Note 3
6167380814038782049,Samsung,Galaxy S5
6969151204662298743,Samsung,Galaxy Note 3
-6295917728964863,Xiaomi,Mi 2S
-6977343011909895956,Huawei,X1 7.0
5341994072577507514,Samsung,Galaxy Note 2
5613375998052871366,Shenzhou,X50TS
228203701650427491,Samsung,Galaxy Note 2
8169020721246398884,Samsung,A670T
-8010457806473202338,vivo,X1ST
-4463604636348470951,Samsung,I9050
-7787821101679137068,Xiaomi,Mi 3
-8215012434237479608,Samsung,S899T
-4254945524398051216,Huawei,G610S
-2024270429843284857,Coolpad,7295
-6498156252352992094,Huawei,Honor 3X Play Edition
2746921399315264244,Xiaomi,Redmi 1s
8706603227029830663,OPPO,Find 5
-8503260331840012079,vivo,Y18L
6315834596768944260,Xiaomi,Mi one plus
-6564867613556609542,Samsung,Galaxy S5
-1241451495123239671,Huawei,Honor 3X Play Edition
7826492467037838199,Samsung,Galaxy Note 2
640007533279948400,Xiaomi,Redmi Note
2824243882878661804,Samsung,Galaxy S4
636960401289772473,Huawei,Ascend P6
-2014649725908959600,Coolpad,5892
8668539356006405991,Xiaomi,Elife S5.5
-1749134837643755908,OPPO,N1T
4759165908326253442,Xiaomi,V185
-996192692282795466,Xiaomi,Mi 3
-303327481884471591,Samsung,Galaxy mega 5.8
6355104228927287889,vivo,Xplay3s
8278521773479365850,Xiaomi,Red rice
-9128008040695183335,Xiaomi,Mi 3
2657896521211122457,Samsung,A770E
5782359501560972280,Samsung,Galaxy S5
8830892341075550764,Huawei,G610T
-1880958035477937123,OPPO,R1S
5556862469284417165,Xiaomi,Mi 2A
-3810157183939262130,Xiaomi,Redmi 2
-4879025649590592603,Xiaomi,Red rice
-8939462103755067118,Samsung,Galaxy Grand duos
-2270485571066958673,Xiaomi,GN137
2594059971756326035,Xiaomi,Redmi 1s
6649735495630208996,Samsung,Galaxy Note 3
-2868107560979305210,Samsung,Galaxy S4
7915265782176334590,Samsung,Galaxy Note 2
1960533838458626907,vivo,Y11it
-1653097171956566762,Xiaomi,Mi 2S
258580390044983829,Linguistic,Red chili
-4933770104808899587,China Mobile,M811
1163077042575082610,vivo,X3T
1170739470123558353,Xiaomi,Mi 3
-7109735224165429937,Samsung,Galaxy S3
-5327903536568927123,Xiaomi,Mi 3
5790158003133415853,Samsung,Galaxy Note 3
-8020210990354866351,Huawei,Honor 6
6753818243396882613,Xiaomi,Redmi 1s
6239255133846822964,Xiaomi,Red rice
5075542237956498124,Huawei,Ascend G700T
7611033304582213467,Huawei,Honor 3X Play Edition
-149757636547107353,Huawei,Honor 3X Play Edition
6879316633014307940,OPPO,R831S
3862423104915095616,Samsung,Galaxy S4
-1055470524148429320,Samsung,A788T
-2539743684851935361,Samsung,Galaxy S3
-3890320752660711399,Coolpad,8076d
-7764412184173222972,Xiaomi,Red rice
2543387165513294989,Meizu,MX3
-7663440242528364684,Huawei,Honor 6
4771500036106727219,vivo,X3L
-7680195843804146760,Huawei,Honor 6
3436291443071462333,Samsung,Galaxy S4
-6073080983724336394,Meizu,M032
7849318442396836521,Samsung,A375E
-2387363896406497571,Xiaomi,Mi 3
-3079318410705836719,Huawei,Honor Play 4X
-1321322955031717097,Samsung,Galaxy Note
2313981086577483332,Samsung,S868T
5754523757581999184,Samsung,W2014
890359044008899704,Samsung,Galaxy Note 3
-3745958031159434099,Xiaomi,Redmi Note
-7923371069225296228,Xiaomi,Redmi 1s
1647398796329867724,Huawei,Honor X2
-7368502311439386185,Samsung,Galaxy Grand 2
8344866089923717945,vivo,Y17T
-5143623419232729303,Huawei,Ascend G700T
-678301109662501984,Huawei,G750-T20
8939688427377046586,Huawei,Honor 6 Plus
-3669308178838785015,Huawei,Honor 3X Play Edition
2287546831533820041,Samsung,Galaxy style duos
8759366660296975812,HTC,Desire 816
2597372403578490204,Coolpad,8085
-2164558466975754214,Samsung,Galaxy S3
7778199146740950358,vivo,Y15
1837933547261882148,vivo,X1
-581893187976429069,Samsung,Galaxy S5
-2566231743387706406,Huawei,Honor 3X Play Edition
-1950727421106880066,OPPO,Find 7
-2294784262235611310,vivo,Xplay3s
-254791305946277981,Samsung,Galaxy mega 5.8
-1199083366055659472,Xiaomi,Mi 3
-6801346816818962103,Samsung,Galaxy Note 2
-5657642264054845030,Xiaomi,Redmi 1s
227161850790214834,Nubia,Z5S
-4667350978807350202,vivo,Xplay3s
-5739259997349251473,Xiaomi,Mi 4
4128173005812018440,vivo,Xperia C
-9160545962793964953,vivo,Y20T
540668460833615872,Xiaomi,Mi 3
8631823555959134703,Xiaomi,Redmi 1s
7070651013470987902,Huawei,Honor 3C
-8456365453477567579,Huawei,Honor 3C
-2619271351772615485,HTC,Desire d516t
-3382187031073467511,Samsung,Galaxy mega 6.3
-8780768711142745682,Xiaomi,Redmi Note
4238644755326659245,China Mobile,M812C
-8192002959829268921,Samsung,A850
5121230921138742314,Samsung,Galaxy mega 5.8
6735961785778662892,OPPO,R6007
5055004356118539160,Meizu,MX3
8043929135596050332,Amagatarai,Touch 3
3892192893469744801,Huawei,MT2-C00
2659881909811690722,Xiaomi,Mi 2S
4182004680417204087,OPPO,N1T
8352665388813798333,Samsung,Galaxy Grand Neo Plus
-5448278682666876226,Xiaomi,Redmi Note
2059128696041575443,HTC,ONE E8
-6145295977344931903,Xiaomi,Mi 3
3864672045456314600,Samsung,Galaxy S4
3816223170574480700,Samsung,Galaxy Note 3
1100082172824389336,Samsung,S810T
-1300126099296640006,Xiaomi,Mi 3
535343017595963198,OPPO,R1
1902596501424554329,Samsung,Galaxy Note 2
3240710924490579289,vivo,Y13
8753362646332369859,OPPO,R831T
-8573527463703396974,Coolpad,F2
-2358695708748955570,Samsung,I8268
1226972943479945820,Xiaomi,Redmi Note
3243109641138857324,Samsung,Galaxy Note 10.1
4679879373523073807,Huawei,Mate 7
1086504437772528441,Xiaomi,Redmi Note
-6989878655131200132,Meizu,MX3
-5371604776695600809,Samsung,A830
8443648996252888829,Meizu,MX3
279977215790062560,Huawei,Ascend P7
-221329727627497704,vivo,X3L
734331656322796053,Samsung,Galaxy Grand Neo Plus
-4954770387518242805,OPPO,R1
-5892090281648082164,Huawei,U9508
-3761991586334835028,vivo,Xperia C
-8573401354028315686,Samsung,S898T
-2256624471602389806,Huawei,Honor 3C
-215560187764276667,Xiaomi,Mi 2A
8009887567859700318,Xiaomi,Redmi Note
-8763624521223400106,Xiaomi,Mi 2S
4116489173355006798,vivo,Y11it
-8663890566695649474,Samsung,Galaxy S3
-8788070419888874136,Coolpad,8295
-7472527484833130774,Xiaomi,MI 1S
3581806141863411777,Samsung,Galaxy Note 2
4565800188421476043,Samsung,Galaxy S3
-1763499769305911229,vivo,Y11
7276613474548026639,Xiaomi,Mi 3
-2696765791401776388,Xiaomi,Mi 3
-5197947005822124128,Huawei,Honor 3X Play Edition
-5813843538518166778,Samsung,Galaxy S5
-1243058498145054328,Xiaomi,Mi 3
3460251239478131520,Xiaomi,Mi 3
7111750205638574658,Huawei,Honor 6
-5410984539358789362,Xiaomi,Redmi Note
-7181923447287763603,Xiaomi,Redmi 1s
3034393416778038761,Huawei,Honor 3X Play Edition
-6049926271306717992,Samsung,Galaxy Note 4
-419881601745094276,Coolpad,Great God F1
8748919472904043690,Samsung,Galaxy Win Pro
5120149988159041621,Xiaomi,Mi 4
-4297672835896063324,Samsung,Galaxy Note 2
-5815345740663162332,Xiaomi,Mi 3
-8785872100145900146,Samsung,Galaxy Note 3
3000644596292446815,Huawei,Honor 6
7862096316598609712,Xiaomi,GN706L
5128677725965299868,OPPO,Find 7
7157792951633286413,Coolpad,8730L
-3447783541083393033,Xiaomi,Mi 3
18150922539816152,Samsung,Galaxy S3
-1107736393538464371,Xiaomi,Redmi Note
5063812542684871367,Huawei,Honor 6
8742781256383158091,Samsung,Galaxy Note 3
42573746417317826,Samsung,Galaxy Note 2
5818118008928034186,Huawei,Honor 6 Plus
5035597377482914906,Xiaomi,Red rice
-1595443594387954087,Xiaomi,Redmi Note
-7885555385768120655,vivo,Y27
8671535965227478713,vivo,Xperia Z2
837548584801129809,Xiaomi,Mi 2S
-6416463618241336376,vivo,S11T
-3869719222309147044,Xiaomi,Mi 2S
-2646048816722027469,Huawei,Ascend G700T
7367826860664310517,Xiaomi,Mi 2S
-1455306954523197158,Samsung,A850
-734389565023854605,Samsung,Galaxy Mega Plus
9131283184778030311,Samsung,Galaxy tab 3 8.0
8776637786050244613,One plus,One
-19399803693356219,OPPO,R813T
3045801902358699706,Xiaomi,Redmi Note
-7307436921629620825,Lenovo,Grand x Quad
-2600655608530278887,waveguide,LT02
-3594446714796971641,Xiaomi,Mi 2S
5954158719135934989,Samsung,Galaxy S4
-7626481952445655217,Samsung,Galaxy Grand 2
-1363881611887026474,OPPO,Find 7
-1967205945062844806,Samsung,Galaxy Note 2
-3296348114250378271,Huawei,Honor 6 Plus
656885589471410038,OPPO,R3
-5421414260276837210,Huawei,C8816D
6802178824761600482,Xiaomi,Mi 2S
5279653290768573327,vivo,X5L
1621327124767536504,vivo,X3T
8615492786568284798,Xiaomi,Mi 2S
-4528178586414867892,Samsung,Galaxy S4
2743909173521506204,Xiaomi,Mi 4
-8896502089768323259,vivo,S9
5639787317610858816,Samsung,Galaxy Mega Plus
-4477156879511906624,Xiaomi,Red rice
-8632982421489967452,Samsung,Galaxy Note 3
5642468151301727879,Xiaomi,Mi 2A
4238119184910172950,Huawei,Honor 3X
300410771663354939,Samsung,Galaxy S3
-4144994270912309656,Samsung,Galaxy Note 3
7260963115474470889,Xiaomi,Mi 4
